timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:16:07.071000+00:00,ID_001,4.63,10.36,1.14,11.404652559372424,-64,::ffff:192.168.1.6,artificial,accelerometer,11.404652559372424,4.63,10.36,1.14,6,16,7
2026-04-13 06:16:09.203000+00:00,ID_001,0.67,1.88,-0.86,2.17322341235318,-70,::ffff:192.168.1.6,artificial,accelerometer,2.17322341235318,0.67,1.88,0.86,6,16,9
2026-04-13 06:16:11.164000+00:00,ID_001,3.06,1.26,2.51,4.153468430119579,-67,::ffff:192.168.1.6,artificial,accelerometer,4.153468430119579,3.06,1.26,2.51,6,16,11
2026-04-13 06:16:13.272000+00:00,ID_001,-2.75,7.41,-10.04,12.777801062780716,-73,::ffff:192.168.1.6,artificial,accelerometer,12.777801062780716,2.75,7.41,10.04,6,16,13
2026-04-13 06:16:15.464000+00:00,ID_001,0.47,9.92,-0.35,9.937293394078692,-67,::ffff:192.168.1.6,artificial,accelerometer,9.937293394078692,0.47,9.92,0.35,6,16,15
2026-04-13 06:16:17.515000+00:00,ID_001,2.67,2.94,2.82,4.870821285984531,-73,::ffff:192.168.1.6,artificial,accelerometer,4.870821285984531,2.67,2.94,2.82,6,16,17
2026-04-13 06:16:19.720000+00:00,ID_001,1.1,4.75,0.94,4.965490912286518,-71,::ffff:192.168.1.6,artificial,accelerometer,4.965490912286518,1.1,4.75,0.94,6,16,19
2026-04-13 06:16:21.744000+00:00,ID_001,6.35,-1.14,2.24,6.829326467522255,-74,::ffff:192.168.1.6,artificial,accelerometer,6.829326467522255,6.35,1.14,2.24,6,16,21
2026-04-13 06:16:23.751000+00:00,ID_001,0.82,5.45,1.69,5.764633552967613,-71,::ffff:192.168.1.6,artificial,accelerometer,5.764633552967613,0.82,5.45,1.69,6,16,23
2026-04-13 06:16:25.943000+00:00,ID_001,6.32,-0.12,3.1,7.040369308495117,-70,::ffff:192.168.1.6,artificial,accelerometer,7.040369308495117,6.32,0.12,3.1,6,16,25
2026-04-13 06:16:28.008000+00:00,ID_001,6.79,1.69,2.28,7.3592526794505435,-69,::ffff:192.168.1.6,artificial,accelerometer,7.3592526794505435,6.79,1.69,2.28,6,16,28
2026-04-13 06:16:30.297000+00:00,ID_001,4.79,5.92,6.32,9.896105294508542,-71,::ffff:192.168.1.6,artificial,accelerometer,9.896105294508542,4.79,5.92,6.32,6,16,30
2026-04-13 06:16:32.263000+00:00,ID_001,2.59,10.24,-1.26,10.637353994297643,-70,::ffff:192.168.1.6,artificial,accelerometer,10.637353994297643,2.59,10.24,1.26,6,16,32
2026-04-13 06:16:34.309000+00:00,ID_001,3.22,3.65,1.57,5.114274142045966,-67,::ffff:192.168.1.6,artificial,accelerometer,5.114274142045966,3.22,3.65,1.57,6,16,34
2026-04-13 06:16:36.362000+00:00,ID_001,-2.75,9.02,3.26,9.977499686795284,-76,::ffff:192.168.1.6,artificial,accelerometer,9.977499686795284,2.75,9.02,3.26,6,16,36
2026-04-13 06:16:38.405000+00:00,ID_001,-2.63,9.14,3.69,10.201597914052485,-73,::ffff:192.168.1.6,artificial,accelerometer,10.201597914052485,2.63,9.14,3.69,6,16,38
2026-04-13 06:16:40.456000+00:00,ID_001,-3.49,9.77,3.73,11.024785712203208,-79,::ffff:192.168.1.6,artificial,accelerometer,11.024785712203208,3.49,9.77,3.73,6,16,40
2026-04-13 06:16:42.567000+00:00,ID_001,0.67,6.0,1.77,6.291406837901997,-76,::ffff:192.168.1.6,artificial,accelerometer,6.291406837901997,0.67,6.0,1.77,6,16,42
